,대회날짜,대회명,선수이름,챔피언,스펠1,스펠2,승/패,킬,데스,어시,KDA,킬관여율
205,17.10.21,2017 LoL World Championship 8강 3경기 1세트,FNC Jesiz,잔나,점멸,회복,패,0,1,7,7,88%
206,17.10.21,2017 LoL World Championship 8강 3경기 1세트,FNC Rekkles,시비르,점멸,방어막,패,3,2,3,3,75%
207,17.10.21,2017 LoL World Championship 8강 3경기 1세트,FNC Caps,탈리야,정화,점멸,패,4,4,3,1.8,88%
208,17.10.21,2017 LoL World Championship 8강 3경기 1세트,FNC Broxah,그라가스,점멸,강타,패,0,1,6,6,75%
209,17.10.21,2017 LoL World Championship 8강 3경기 1세트,FNC SoAZ,트런들,순간이동,점멸,패,1,2,1,1,25%
210,17.10.20,2017 LoL World Championship 8강 2경기 5세트,Misfits Ignar,쓰레쉬,점멸,점화,패,1,2,1,1,33%
211,17.10.20,2017 LoL World Championship 8강 2경기 5세트,Misfits Hans sama,바루스,점멸,회복,패,0,1,0,0,0%
212,17.10.20,2017 LoL World Championship 8강 2경기 5세트,Misfits PowerOfEvil,신드라,점멸,회복,패,4,1,1,5,83%
213,17.10.20,2017 LoL World Championship 8강 2경기 5세트,Misfits Maxlore,세주아니,강타,점멸,패,0,1,2,2,33%
214,17.10.20,2017 LoL World Championship 8강 2경기 5세트,Misfits Alphari,쉔,점멸,순간이동,패,1,1,4,5,83%
215,17.10.20,2017 LoL World Championship 8강 2경기 5세트,SKT T1 Wolf,탐 켄치,탈진,점멸,승,1,1,0,1,17%
216,17.10.20,2017 LoL World Championship 8강 2경기 5세트,SKT T1 Bang,트리스타나,회복,점멸,승,1,1,2,3,50%
217,17.10.20,2017 LoL World Championship 8강 2경기 5세트,SKT T1 Faker,탈리야,정화,점멸,승,1,0,0,1.2,17%
218,17.10.20,2017 LoL World Championship 8강 2경기 5세트,SKT T1 Blank,자르반 4세,강타,점멸,승,1,1,4,5,83%
219,17.10.20,2017 LoL World Championship 8강 2경기 5세트,SKT T1 Huni,제이스,순간이동,점멸,승,2,3,1,1,50%
220,17.10.20,2017 LoL World Championship 8강 2경기 4세트,SKT T1 Wolf,브라움,탈진,점멸,승,0,1,1,13,81%
221,17.10.20,2017 LoL World Championship 8강 2경기 4세트,SKT T1 Bang,트리스타나,회복,점멸,승,8,2,7,7.5,94%
222,17.10.20,2017 LoL World Championship 8강 2경기 4세트,SKT T1 Faker,라이즈,정화,점멸,승,6,1,6,12,75%
223,17.10.20,2017 LoL World Championship 8강 2경기 4세트,SKT T1 Blank,자르반 4세,강타,점멸,승,1,1,1,11,69%
224,17.10.20,2017 LoL World Championship 8강 2경기 4세트,SKT T1 Huni,트런들,순간이동,점멸,승,1,1,1,15,94%
225,17.10.20,2017 LoL World Championship 8강 2경기 4세트,Misfits Ignar,알리스타,점멸,점화,패,0,3,4,1.3,67%
226,17.10.20,2017 LoL World Championship 8강 2경기 4세트,Misfits Hans sama,시비르,점멸,회복,패,1,3,3,1.3,67%
227,17.10.20,2017 LoL World Championship 8강 2경기 4세트,Misfits PowerOfEvil,카르마,점멸,순간이동,패,2,4,3,1.3,83%
228,17.10.20,2017 LoL World Championship 8강 2경기 4세트,Misfits Maxlore,세주아니,강타,점멸,패,2,3,4,2,100%
229,17.10.20,2017 LoL World Championship 8강 2경기 4세트,Misfits Alphari,초가스,점멸,순간이동,패,1,3,3,1.3,67%
230,17.10.20,2017 LoL World Championship 8강 2경기 3세트,Misfits Ignar,레오나,점멸,점화,승,2,3,1,5,71%
231,17.10.20,2017 LoL World Championship 8강 2경기 3세트,Misfits Hans sama,트리스타나,점멸,회복,승,9,3,9,6,86%
232,17.10.20,2017 LoL World Championship 8강 2경기 3세트,Misfits PowerOfEvil,오리아나,점멸,회복,승,4,1,9,13,62%
233,17.10.20,2017 LoL World Championship 8강 2경기 3세트,Misfits Maxlore,아이번,강타,점멸,승,1,3,1,4.3,62%
234,17.10.20,2017 LoL World Championship 8강 2경기 3세트,Misfits Alphari,자르반 4세,점멸,순간이동,승,5,1,6,11,52%
235,17.10.20,2017 LoL World Championship 8강 2경기 3세트,SKT T1 Wolf,룰루,탈진,점멸,패,0,5,9,1.8,82%
236,17.10.20,2017 LoL World Championship 8강 2경기 3세트,SKT T1 Bang,베인,회복,점멸,패,3,4,4,1.8,64%
237,17.10.20,2017 LoL World Championship 8강 2경기 3세트,SKT T1 Faker,탈리야,회복,점멸,패,4,2,2,3,55%
238,17.10.20,2017 LoL World Championship 8강 2경기 3세트,SKT T1 Blank,그라가스,강타,점멸,패,3,5,6,1.8,82%
239,17.10.20,2017 LoL World Championship 8강 2경기 3세트,SKT T1 Huni,제이스,순간이동,점멸,패,1,5,3,0.8,36%
240,17.10.20,2017 LoL World Championship 8강 2경기 2세트,SKT T1 Wolf,타릭,회복,점멸,패,0,1,3,3,75%
241,17.10.20,2017 LoL World Championship 8강 2경기 2세트,SKT T1 Bang,코그모,방어막,점멸,패,2,2,1,1.5,75%
242,17.10.20,2017 LoL World Championship 8강 2경기 2세트,SKT T1 Faker,코르키,정화,점멸,패,1,3,0,0.3,25%
243,17.10.20,2017 LoL World Championship 8강 2경기 2세트,SKT T1 Peanut,자르반 4세,점멸,강타,패,1,2,1,1,50%
244,17.10.20,2017 LoL World Championship 8강 2경기 2세트,SKT T1 Huni,초가스,순간이동,점멸,패,0,3,2,0.7,50%
245,17.10.20,2017 LoL World Championship 8강 2경기 2세트,Misfits Ignar,블리츠크랭크,점멸,점화,승,0,0,9,10.8,82%
246,17.10.20,2017 LoL World Championship 8강 2경기 2세트,Misfits Hans sama,트리스타나,점멸,회복,승,8,0,3,13.2,100%
247,17.10.20,2017 LoL World Championship 8강 2경기 2세트,Misfits PowerOfEvil,카르마,점멸,순간이동,승,0,1,7,7,64%
248,17.10.20,2017 LoL World Championship 8강 2경기 2세트,Misfits Maxlore,세주아니,강타,점멸,승,3,2,8,5.5,100%
249,17.10.20,2017 LoL World Championship 8강 2경기 2세트,Misfits Alphari,나르,점멸,순간이동,승,0,1,7,7,64%
250,17.10.20,2017 LoL World Championship 8강 2경기 1세트,Misfits Ignar,타릭,점멸,탈진,패,0,2,1,0.5,100%
251,17.10.20,2017 LoL World Championship 8강 2경기 1세트,Misfits Hans sama,트리스타나,점멸,회복,패,0,4,1,0.3,100%
252,17.10.20,2017 LoL World Championship 8강 2경기 1세트,Misfits PowerOfEvil,라이즈,점멸,정화,패,1,2,0,0.5,100%
253,17.10.20,2017 LoL World Championship 8강 2경기 1세트,Misfits Maxlore,자르반 4세,강타,점멸,패,0,3,1,0.3,100%
254,17.10.20,2017 LoL World Championship 8강 2경기 1세트,Misfits Alphari,럼블,점멸,순간이동,패,0,5,0,0,0%
255,17.10.20,2017 LoL World Championship 8강 2경기 1세트,SKT T1 Wolf,트런들,회복,점멸,승,0,1,1,13,81%
256,17.10.20,2017 LoL World Championship 8강 2경기 1세트,SKT T1 Bang,케이틀린,방어막,점멸,승,4,0,7,13.2,69%
257,17.10.20,2017 LoL World Championship 8강 2경기 1세트,SKT T1 Faker,갈리오,순간이동,점멸,승,4,0,1,16.8,88%
258,17.10.20,2017 LoL World Championship 8강 2경기 1세트,SKT T1 Peanut,세주아니,점멸,강타,승,3,0,1,15.6,81%
259,17.10.20,2017 LoL World Championship 8강 2경기 1세트,SKT T1 Huni,제이스,순간이동,점멸,승,5,0,7,14.4,75%
260,17.10.19,2017 LoL World Championship 8강 1경기 2세트,SSG CoreJJ,타릭,점멸,회복,승,1,1,1,13,81%
261,17.10.19,2017 LoL World Championship 8강 1경기 2세트,SSG Ruler,트리스타나,점멸,방어막,승,1,1,9,10,63%
262,17.10.19,2017 LoL World Championship 8강 1경기 2세트,SSG Crown,탈리야,점멸,회복,승,9,1,7,16,100%
263,17.10.19,2017 LoL World Championship 8강 1경기 2세트,SSG Ambition,세주아니,강타,점멸,승,3,2,1,7,88%
264,17.10.19,2017 LoL World Championship 8강 1경기 2세트,SSG CuVee,쉔,순간이동,점멸,승,2,0,1,15.6,81%
265,17.10.19,2017 LoL World Championship 8강 1경기 2세트,Longzhu GorillA,룰루,회복,점멸,패,1,3,2,1,60%
266,17.10.19,2017 LoL World Championship 8강 1경기 2세트,Longzhu PraY,바루스,방어막,점멸,패,0,4,2,0.5,40%
267,17.10.19,2017 LoL World Championship 8강 1경기 2세트,Longzhu BDD,오리아나,점멸,정화,패,1,3,4,1.7,100%
268,17.10.19,2017 LoL World Championship 8강 1경기 2세트,Longzhu Cuzz,자르반 4세,강타,점멸,패,1,5,4,1,100%
269,17.10.19,2017 LoL World Championship 8강 1경기 2세트,Longzhu Khan,초가스,점멸,순간이동,패,2,1,1,3,60%
270,17.10.19,2017 LoL World Championship 8강 1경기 3세트,Longzhu GorillA,라칸,회복,점멸,패,0,2,4,2,80%
271,17.10.19,2017 LoL World Championship 8강 1경기 3세트,Longzhu PraY,바루스,방어막,점멸,패,2,2,1,1.5,60%
272,17.10.19,2017 LoL World Championship 8강 1경기 3세트,Longzhu BDD,탈리야,점멸,정화,패,2,1,2,4,80%
273,17.10.19,2017 LoL World Championship 8강 1경기 3세트,Longzhu Cuzz,그라가스,강타,점멸,패,0,4,3,0.8,60%
274,17.10.19,2017 LoL World Championship 8강 1경기 3세트,Longzhu Khan,트런들,점멸,순간이동,패,1,2,4,2.5,100%
275,17.10.19,2017 LoL World Championship 8강 1경기 3세트,SSG CoreJJ,타릭,점멸,회복,승,0,1,1,11,100%
276,17.10.19,2017 LoL World Championship 8강 1경기 3세트,SSG Ruler,트리스타나,점멸,방어막,승,5,0,4,10.8,82%
277,17.10.19,2017 LoL World Championship 8강 1경기 3세트,SSG Crown,리산드라,점멸,순간이동,승,3,1,6,9,82%
278,17.10.19,2017 LoL World Championship 8강 1경기 3세트,SSG Ambition,세주아니,강타,점멸,승,0,2,1,5,91%
279,17.10.19,2017 LoL World Championship 8강 1경기 3세트,SSG CuVee,쉔,순간이동,점멸,승,3,1,7,10,91%
280,17.10.19,2017 LoL World Championship 8강 1경기 1세트,SSG CoreJJ,라칸,점멸,회복,승,0,3,1,4.7,74%
281,17.10.19,2017 LoL World Championship 8강 1경기 1세트,SSG Ruler,트리스타나,점멸,방어막,승,5,1,1,15,79%
282,17.10.19,2017 LoL World Championship 8강 1경기 1세트,SSG Crown,말자하,점멸,순간이동,승,5,3,7,4,63%
283,17.10.19,2017 LoL World Championship 8강 1경기 1세트,SSG Ambition,세주아니,강타,점멸,승,4,5,1,2.8,74%
284,17.10.19,2017 LoL World Championship 8강 1경기 1세트,SSG CuVee,케넨,순간이동,점멸,승,5,3,8,4.3,68%
285,17.10.19,2017 LoL World Championship 8강 1경기 1세트,Longzhu GorillA,쓰레쉬,점화,점멸,패,2,3,1,4,80%
286,17.10.19,2017 LoL World Championship 8강 1경기 1세트,Longzhu PraY,자야,회복,점멸,패,3,4,8,2.8,73%
287,17.10.19,2017 LoL World Championship 8강 1경기 1세트,Longzhu BDD,신드라,점멸,정화,패,6,4,5,2.8,73%
288,17.10.19,2017 LoL World Championship 8강 1경기 1세트,Longzhu Cuzz,자르반 4세,강타,점멸,패,1,4,1,3,80%
289,17.10.19,2017 LoL World Championship 8강 1경기 1세트,Longzhu Khan,잭스,점멸,순간이동,패,3,4,4,1.8,47%
290,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,EDG Meiko,룰루,점멸,회복,패,0,1,2,2,33%
291,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,EDG iBoy,트리스타나,점멸,방어막,패,1,3,1,0.7,33%
292,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,EDG Scout,르블랑,순간이동,점멸,패,3,2,2,2.5,83%
293,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,EDG ClearLove,그라가스,강타,점멸,패,2,2,2,2,67%
294,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,EDG Mouse,마오카이,순간이동,점멸,패,0,2,3,1.5,50%
295,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,SKT T1 Wolf,잔나,회복,점멸,승,0,1,1,10,100%
296,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,SKT T1 Bang,트위치,방어막,점멸,승,5,1,4,9,90%
297,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,SKT T1 Faker,오리아나,정화,점멸,승,1,1,9,10,100%
298,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,SKT T1 Blank,세주아니,강타,점멸,승,2,1,7,9,90%
299,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,SKT T1 Huni,트런들,순간이동,점멸,승,2,2,6,4,80%
300,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,ahq Albis,카르마,회복,점멸,패,0,0,0,0,0%
301,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,ahq An,트위치,점멸,방어막,패,0,3,0,0,0%
302,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,ahq westdoor,피즈,순간이동,점멸,패,0,2,0,0,0%
303,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,ahq Mountain,자르반 4세,강타,점멸,패,0,1,0,0,0%
304,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,ahq Ziv,마오카이,점멸,순간이동,패,1,2,0,0.5,100%
305,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,C9 Smoothie,잔나,점멸,회복,승,0,0,7,8.4,88%
306,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,C9 Sneaky,케이틀린,점멸,방어막,승,3,0,4,8.4,88%
307,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,C9 Jensen,르블랑,점멸,순간이동,승,5,0,3,9.6,100%
308,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,C9 Contractz,그라가스,강타,점멸,승,0,0,7,8.4,88%
309,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,C9 Impact,나르,점멸,순간이동,승,0,1,4,4,50%
310,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,SKT T1 Wolf,룰루,회복,점멸,승,0,1,9,9,75%
311,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,SKT T1 Bang,트위치,방어막,점멸,승,2,0,6,9.6,67%
312,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,SKT T1 Faker,피즈,순간이동,점멸,승,4,2,6,5,83%
313,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,SKT T1 Blank,자르반 4세,강타,점멸,승,1,3,7,2.7,67%
314,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,SKT T1 Huni,제이스,순간이동,점멸,승,5,2,2,3.5,58%
315,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,C9 Smoothie,잔나,점멸,회복,패,0,2,6,3,75%
316,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,C9 Sneaky,자야,점멸,방어막,패,3,2,4,3.5,88%
317,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,C9 Jensen,신드라,점멸,방어막,패,2,3,4,2,75%
318,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,C9 Contractz,이즈리얼,강타,점멸,패,1,3,2,1,38%
319,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,C9 Impact,마오카이,점멸,순간이동,패,2,2,5,3.5,88%
320,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,EDG Meiko,룰루,점멸,회복,승,0,0,9,10.8,82%
321,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,EDG iBoy,트위치,점멸,방어막,승,8,0,1,10.8,82%
322,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,EDG Scout,신드라,정화,점멸,승,3,0,2,6,45%
323,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,EDG ClearLove,자르반 4세,강타,점멸,승,0,1,6,6,55%
324,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,EDG Mouse,마오카이,순간이동,점멸,승,0,0,2,2.4,18%
325,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,ahq Albis,잔나,회복,점멸,패,0,2,0,0,0%
326,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,ahq An,코그모,점멸,방어막,패,0,3,0,0,0%
327,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,ahq Chawy,라이즈,점멸,정화,패,0,2,1,0.5,100%
328,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,ahq Mountain,세주아니,강타,점멸,패,0,3,1,0.3,100%
329,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,ahq Ziv,제이스,점멸,순간이동,패,1,1,0,1,100%
330,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,SKT T1 Wolf,룰루,회복,점멸,패,0,3,1,0.3,50%
331,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,SKT T1 Bang,바루스,방어막,점멸,패,0,1,0,0,0%
332,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,SKT T1 Faker,카사딘,순간이동,점멸,패,2,3,0,0.7,100%
333,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,SKT T1 Peanut,그라가스,점멸,강타,패,0,1,1,1,50%
334,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,SKT T1 Huni,자르반 4세,순간이동,점멸,패,0,4,1,0.3,50%
335,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,ahq Albis,잔나,회복,점멸,승,0,0,9,10.8,75%
336,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,ahq An,코그모,점멸,방어막,승,5,0,3,9.6,67%
337,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,ahq westdoor,피즈,순간이동,점멸,승,3,1,5,8,67%
338,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,ahq Mountain,세주아니,강타,점멸,승,3,1,9,12,100%
339,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,ahq Ziv,쉔,점멸,순간이동,승,1,0,8,10.8,75%
340,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,C9 Smoothie,잔나,점멸,회복,패,0,4,5,1.3,83%
341,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,C9 Sneaky,코그모,점멸,방어막,패,0,6,3,0.5,50%
342,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,C9 Jensen,라이즈,점멸,정화,패,3,4,2,1.3,83%
343,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,C9 Contractz,그레이브즈,강타,점멸,패,2,5,2,0.8,67%
344,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,C9 Impact,초가스,점멸,순간이동,패,1,3,4,1.7,83%
345,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,EDG Meiko,룰루,점멸,회복,승,0,1,2,20,91%
346,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,EDG iBoy,케이틀린,점멸,방어막,승,8,1,9,17,77%
347,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,EDG Scout,갈리오,순간이동,점멸,승,5,1,1,18,82%
348,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,EDG ClearLove,자르반 4세,강타,점멸,승,7,2,1,10,91%
349,17.10.15,2017 LoL World Championship 그룹스테이지 8일차 ,EDG Mouse,마오카이,순간이동,점멸,승,2,1,1,15,68%
350,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,TSM Biofrost,카르마,점멸,회복,패,0,1,0,0,0%
351,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,TSM Doublelift,코그모,점멸,방어막,패,0,2,0,0,0%
352,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,TSM Bjergsen,라이즈,점멸,회복,패,0,0,2,2.4,100%
353,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,TSM Svenskeren,세주아니,강타,점멸,패,2,3,0,0.7,100%
354,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,TSM Hauntzer,제이스,점멸,순간이동,패,0,4,2,0.5,100%
355,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,Misfits Ignar,타릭,점멸,회복,승,0,0,8,9.6,80%
356,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,Misfits Hans sama,자야,점멸,방어막,승,3,1,3,6,60%
357,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,Misfits PowerOfEvil,오리아나,점멸,정화,승,3,1,5,8,80%
358,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,Misfits Maxlore,그라가스,강타,점멸,승,1,0,7,9.6,80%
359,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,Misfits Alphari,초가스,점멸,순간이동,승,3,0,6,10.8,90%
360,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,WE Ben,룰루,점멸,회복,승,1,3,1,4,92%
361,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,WE Mystic,코그모,정화,점멸,승,5,3,7,4,92%
362,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,WE xiye,루시안,회복,점멸,승,5,4,6,2.8,85%
363,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,WE Condi,세주아니,점멸,강타,승,0,0,1,12,77%
364,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,WE 957,초가스,점멸,순간이동,승,2,2,6,4,62%
365,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,Misfits Ignar,잔나,점멸,회복,패,2,1,9,11,92%
366,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,Misfits Hans sama,바루스,점멸,방어막,패,6,3,3,3,75%
367,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,Misfits PowerOfEvil,카시오페아,점멸,정화,패,0,3,7,2.3,58%
368,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,Misfits Maxlore,렉사이,강타,점멸,패,3,2,5,4,67%
369,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,Misfits Alphari,마오카이,점멸,순간이동,패,1,4,3,1,33%
370,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,FW SwordArt,잔나,회복,점멸,승,0,0,1,16.8,78%
371,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,FW Betty,코그모,점멸,방어막,승,5,1,6,11,61%
372,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,FW Maple,코르키,점멸,순간이동,승,3,2,1,6.5,72%
373,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,FW Karsa,세주아니,강타,점멸,승,4,0,7,13.2,61%
374,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,FW MMD,레넥톤,순간이동,점멸,승,6,0,2,9.6,44%
375,17.10.14,2017 LoL World Championship 그룹스테이지 7일차 ,TSM Biofrost,룰루,점멸,회복,패,0,2,1,0.5,33%
